id,title,url,industry,location,asking_price,asking_price_text,annual_cash_flow,annual_revenue,employees,down_10,sba_monthly_10pct,annual_debt_service_10pct,cf_after_debt_10pct,coc_return_10pct,dscr_10pct,payoff_years_10pct,down_20,sba_monthly_20pct,annual_debt_service_20pct,cf_after_debt_20pct,coc_return_20pct,dscr_20pct,payoff_years_20pct,seller_note_amount,seller_note_monthly,seller_note_annual,cf_during_standby,cf_after_seller_financing,dscr_seller_financed,score,bucket,absentee,reasons,is_trades,years_in_business,is_franchise,reason_for_selling,sba_available,listing_agent,narrative,description,dim_ai_proof,dim_fun,dim_weather,dim_labor,dim_recurring,dim_absentee,dim_capital_light,dim_scalable,last_seen,is_active,source,has_pdf
58265,Established Minnesota Home Health Care Provider – PCA & CFSS Services,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58265,Home Health Care Services,Minnesota,1350000.0,"$1,350,000",544599.0,3076872.0,44,135000.0,16056.31,192675.72,351923.28,2.6068,2.83,0.38,270000.0,14272.28,171267.36,373331.64,1.3827,3.18,0.72,135000.0,2609.93,31319.16,351923.28,320604.12,2.43,68,SHORTLIST,No,"strong CF $544,599; DSCR 3.18; CoC 138%; 44 employees; no heavy inventory; durable industry; Twin Cities area",False,5+ years,No,Retirement,Yes,Lisa Meyer,"Established Minnesota Home Health Care Provider – PCA & CFSS Services (Home Health Care Services) in Minnesota is listed at $1,350,000 with $544,599 in annual cash flow (SDE) and $3,076,872 in gross revenue, 5+ years years in operation. What's attractive: cash flow of $544,599 is strong and well above our preferred threshold; DSCR of 3.18x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 138% at 20% down is excellent; the home health care services is considered recession-resistant; SBA financing is available, lowering the capital barrier to entry. Watch-outs: team of 44 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Strong candidate (score 68/100). Worth requesting financials and scheduling a broker call.","This established Minnesota-based home health care business provides essential, non-medical services to individuals receiving Medical Assistance and MN Care benefits. Operating as a licensed 245D Home and Community-Based Services provider, the company delivers Personal Care Assistance (PCA) and Community First Services and Supports (CFSS) throughout the Twin Cities Metro. The business benefits from consistent county-funded referrals, a scalable staffing model, and strong compliance and training infrastructure already in place. Operations are supported by modern payroll, billing, and Electronic Visit Verification systems, allowing for efficient administration and oversight. With stable cash flow, essential-service demand, and opportunities to grow through expanded staffing and service hours, this business is well-positioned for an owner-operator or strategic buyer seeking entry or expansion in Minnesota’s home care sector. Interested buyers should have $160,800 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,1,3,1,1,1,3,3,2026-04-06T18:40:34.590456,True,sunbelt,False
58269,Established Specialty / Niche Retail Business in the Twin Cities Metro,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58269,Retail,Minnesota,215000.0,"$215,000",87562.0,407600.0,3,21500.0,2557.12,30685.44,56876.56,2.6454,2.85,0.38,43000.0,2272.99,27275.88,60286.12,1.402,3.21,0.71,21500.0,415.66,4987.92,56876.56,51888.64,2.45,47,REVIEW,No,"modest CF $87,562; DSCR 3.21; CoC 140%; 3 employees; no heavy inventory; Twin Cities area",False,5+ years,No,Divestiture,,Chuck Isenmann,"Established Specialty / Niche Retail Business in the Twin Cities Metro (Retail) in Minnesota is listed at $215,000 with $87,562 in annual cash flow (SDE) and $407,600 in gross revenue, 5+ years years in operation. What's attractive: cash flow of $87,562 meets our minimum threshold; DSCR of 3.21x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 140% at 20% down is excellent; small team of 3 keeps operations lean and manageable. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner. Bottom line: Marginal fit (score 47/100). Proceed only if something specific about this deal appeals beyond the numbers.","This established specialty retail business serves a loyal and repeat customer base across the Twin Cities metro. The company operates within a focused niche, offering a curated product mix and personalized customer experience that has supported consistent sales and strong community engagement. Operating from a leased retail space in a high-visibility shopping area, the business benefits from stable operations, experienced staff support, and established vendor relationships. Financial performance has been steady, with additional upside available under a full-time owner-operator model through expanded merchandising, marketing, and customer programs. This opportunity is well suited for a hands-on buyer seeking a differentiated retail business with a strong local following and opportunities to further scale brand presence and profitability. Interested buyers should have $215,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,3,3,1,2,1,2,1,2026-04-06T18:40:34.590470,True,sunbelt,False
58284,Established Chem-Dry Franchise Serving the Twin Cities Metro,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58284,Franchise,Minnesota,215000.0,"$215,000",117380.0,354694.0,2,21500.0,2557.12,30685.44,86694.56,4.0323,3.83,0.25,43000.0,2272.99,27275.88,90104.12,2.0954,4.3,0.48,21500.0,415.66,4987.92,86694.56,81706.64,3.29,57,REVIEW,No,"modest CF $117,380; DSCR 4.30; CoC 210%; 2 employees; no heavy inventory; durable industry; Twin Cities area",True,15+ years,Yes,Retirement,,Scott Wiyninger,"Established Chem-Dry Franchise Serving the Twin Cities Metro (Franchise) in Minnesota is listed at $215,000 with $117,380 in annual cash flow (SDE) and $354,694 in gross revenue, 15+ years years in operation. What's attractive: cash flow of $117,380 meets our minimum threshold; DSCR of 4.30x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 210% at 20% down is excellent; the franchise is considered recession-resistant; small team of 2 keeps operations lean and manageable. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; franchise resale means ongoing royalties and franchisor approval — adds friction and cost; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 57/100) but not a clear standout. Dig into the financials before committing time.","This established Chem-Dry franchise has been operating successfully since 2009, providing residential and light commercial carpet and floor cleaning services throughout the Twin Cities Metro. The business benefits from strong brand recognition, a database of approximately 9,000 customers, and a high percentage of repeat residential demand. Operations are streamlined and low-overhead, with services delivered from a leased facility and proven systems in place. Revenue is approximately 90% residential and 10% commercial, offering predictable demand and scheduling flexibility. The Chem-Dry low-moisture cleaning process differentiates the business through faster drying times and environmentally friendly solutions. Growth opportunities include adding franchise-approved services, increasing marketing efforts, expanding commercial accounts, and hiring additional technicians to scale capacity. The business is well-positioned for an owner-operator looking to build a team and scale a known brand. Interested buyers should have $178,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,2,3,3,1,1,3,3,2026-04-06T18:40:34.590484,True,sunbelt,False
58292,Compassionate Home Health Care Business with Owner Financing!,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58292,Home Health Care Services,Minnesota,500000.0,"$500,000",172231.0,848729.0,25,50000.0,5946.78,71361.36,100869.64,2.0174,2.41,0.5,100000.0,5286.03,63432.36,108798.64,1.088,2.72,0.92,,,,,,,61,REVIEW,No,"decent CF $172,231; DSCR 2.72; CoC 109%; 25 employees; no heavy inventory; operationally simple; durable industry; Twin Cities area",False,5+ years,No,Owner pursuing new career interests,,Lisa Meyer,"Compassionate Home Health Care Business with Owner Financing! (Home Health Care Services) in Minnesota is listed at $500,000 with $172,231 in annual cash flow (SDE) and $848,729 in gross revenue, 5+ years years in operation. What's attractive: cash flow of $172,231 is solid; DSCR of 2.72x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 109% at 20% down is excellent; the home health care services is considered recession-resistant. Watch-outs: team of 25 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner. Bottom line: Decent opportunity (score 61/100) but not a clear standout. Dig into the financials before committing time.",,3,2,3,2,1,1,3,3,2026-03-19T18:04:16.969101,False,,False
58294,Full-Service Minnesota Plumbing & HVAC Company,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58294,Construction,Minnesota,2100000.0,"$2,100,000",619070.0,2054919.0,5,210000.0,24976.49,299717.88,319352.12,1.5207,2.07,0.66,420000.0,22201.32,266415.84,352654.16,0.8397,2.32,1.19,210000.0,4059.89,48718.68,319352.12,270633.44,1.78,72,SHORTLIST,No,"strong CF $619,070; DSCR 2.32; CoC 84%; 5 employees; no heavy inventory; durable industry; Twin Cities area",True,20+ years,No,Retirement,Yes,Nick Dunnom,"Full-Service Minnesota Plumbing & HVAC Company (Construction) in Minnesota is listed at $2,100,000 with $619,070 in annual cash flow (SDE) and $2,054,919 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $619,070 is strong and well above our preferred threshold; DSCR of 2.32x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 84% at 20% down is excellent; the construction is considered recession-resistant; small team of 5 keeps operations lean and manageable; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Strong candidate (score 72/100). Worth requesting financials and scheduling a broker call.","Excellent opportunity to acquire a highly profitable service industry business. This company provides residential and light commercial plumbing & HVAC services in Minnesota. With almost 100 years of company history, it is known for its reliable 5-star quality of service, and solid team of employees. This business is ideal for a strategic buyer seeking growth through acquisition, or an owner operator looking for a high-level and stable income. Although highly profitable and stable as-is, there are a few very real and tangible growth opportunities with this company. Please request more information for details. Interested buyers should have approximately $250,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,2,3,3,1,1,2,1,2026-04-06T18:40:34.590499,True,sunbelt,False
58296,Scalable 245D & EIDBI Behavioral Health Platform | MN Metro,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=58296,Medical/Optometry/Dental/Veterinary,Minnesota,1500000.0,"$1,500,000",350774.0,1375560.0,25,150000.0,17840.35,214084.2,136689.8,0.9113,1.64,1.1,300000.0,15858.09,190297.08,160476.92,0.5349,1.84,1.87,150000.0,2899.92,34799.04,136689.8,101890.76,1.41,0,AUTO-REJECT,No,regulated: adult,False,5+ years,No,Relocation,,Dan Carey,"Scalable 245D & EIDBI Behavioral Health Platform | MN Metro (Medical/Optometry/Dental/Veterinary) in Minnesota is listed at $1,500,000 with $350,774 in annual cash flow (SDE) and $1,375,560 in gross revenue, 5+ years years in operation. What's attractive: cash flow of $350,774 is strong and well above our preferred threshold; DSCR of 1.84x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 53% at 20% down is excellent. Watch-outs: team of 25 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner. Bottom line: Auto-rejected — does not meet baseline criteria.","An established and licensed behavioral health services provider operating in the Twin Cities Metro is available for acquisition. Founded in 2020, the company delivers a diversified mix of early intervention services for children through EIDBI and home and community-based services for adults under a 245D license. The business operates in a high-demand, state-supported sector and benefits from recurring service needs, stable funding structures, and strong long-term demographic tailwinds. A trained W-2 workforce and established clinical oversight are in place, allowing the business to operate with limited owner involvement. Services are delivered through a combination of in-center and in-home models using leased facilities within the metro area. Real estate is not included. To date, the company has relied primarily on organic referrals, creating a clear opportunity for a new owner to drive growth through increased service capacity, additional licensed offerings, and geographic expansion within Minnesota. This opportunity is well-suited for a strategic healthcare operator, behavioral health platform, or investor seeking a scalable entry or add-on in a regulated and growing industry. Interested buyers should have $1,500,000 in available capital. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,3,3,1,1,1,2,3,2026-04-06T18:40:34.590513,True,sunbelt,False
55428,Trucking Company Selling for Less than Asset value+ RE,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=55428,Trucking/Transportation,Minnesota,2400000.0,"$2,400,000",107149.0,6625296.0,32,240000.0,28544.56,342534.72,-235385.72,-0.9808,0.31,,480000.0,25372.94,304475.28,-197326.28,-0.4111,0.35,,240000.0,4639.87,55678.44,-235385.72,-291064.16,0.27,0,AUTO-REJECT,No,DSCR 0.35 below 1.25,False,20+ years,,Retirement,No,Dan Arcand,"Trucking Company Selling for Less than Asset value+ RE (Trucking/Transportation) in Minnesota is listed at $2,400,000 with $107,149 in annual cash flow (SDE) and $6,625,296 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $107,149 meets our minimum threshold. Watch-outs: DSCR of 0.35x at 20% down is thin — leaves little cushion if revenue dips; cash-on-cash return of -41% is below our 15% target; only $-197,326 remains after SBA debt at 20% down — limited owner salary buffer; team of 32 is mid-sized — management overhead to consider; no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Auto-rejected — does not meet baseline criteria.","40 year-old trucking company located in South Metro-Twin Cities. Business is being sold for less than Asset value(FFV) plus Real Estate. Company transports fuel, food, kosher-certified, hazardous and non-hazardous materials and dry goods. Brokerage services also included. Long term employee drivers mostly. GREAT OPPORTUNITY FOR PURCHASE AS AN ADD ON. The company services many niche industries and has 80-90% as dedicated customers. Also for sale is nearly 3 acres of facility, storage and parking for its operations. Reason for sale is Retirement. Interested buyers should have approximately $2,000,000 in available capital or internal bank funds for the down payment. Sunbelt Listing ID: 55428 &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,1,3,3,1,1,1,1,2026-04-06T18:40:34.589603,True,sunbelt,False
56542,Home & Community-Based Service Provider – CRS/245d – 1 Hour Outside Minneapolis with Seller Financing!,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=56542,Home Health Care Services,Minnesota,1500000.0,"$1,500,000",436271.0,749731.0,5,150000.0,17840.35,214084.2,222186.8,1.4812,2.04,0.68,300000.0,15858.09,190297.08,245973.92,0.8199,2.29,1.22,150000.0,2899.92,34799.04,222186.8,187387.76,1.75,75,SHORTLIST,No,"strong CF $436,271; DSCR 2.29; CoC 82%; 5 employees; no heavy inventory; operationally simple; durable industry; Twin Cities area",False,15+ years,,Retirement,,Lisa Meyer,"Home & Community-Based Service Provider – CRS/245d – 1 Hour Outside Minneapolis with Seller Financing! (Home Health Care Services) in Minnesota is listed at $1,500,000 with $436,271 in annual cash flow (SDE) and $749,731 in gross revenue, 15+ years years in operation. What's attractive: cash flow of $436,271 is strong and well above our preferred threshold; DSCR of 2.29x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 82% at 20% down is excellent; the home health care services is considered recession-resistant; small team of 5 keeps operations lean and manageable. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Strong candidate (score 75/100). Worth requesting financials and scheduling a broker call.","Minnesota's well-established Home and Community-Based Service Provider is now available. This business will be sold with one property. The operation is fully staffed and has established a strong reputation for exceptional care and compliance . Licensed to serve all of Minnesota, the business operates one hour outside the Twin Cities, offering access to a growing client base. This business benefits from high client retention and established referral networks , ensuring consistent cash flow and long-term stability. Its scalability potential, operational efficiency, and trusted reputation make it a standout opportunity in a rapidly growing industry. Both the business and real estate will be sold together. Business Price: $1,250,000 Real Estate: $250,000 Total: $1,500,000 Interested buyers should have approximately $450,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,2,3,1,1,1,3,3,2026-04-06T18:40:34.589692,True,sunbelt,False
56578,Celebrated Wedding and Event Destination Located in the Twin Cities Metro Area.,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=56578,Service,Minnesota,1000000.0,"$1,000,000",590981.0,1007249.0,,100000.0,11893.57,142722.84,448258.16,4.4826,4.14,0.22,200000.0,10572.06,126864.72,464116.28,2.3206,4.66,0.43,100000.0,1933.28,23199.36,448258.16,425058.8,3.56,54,REVIEW,No,"strong CF $590,981; DSCR 4.66; CoC 232%; no heavy inventory; Twin Cities area",False,,,Retirement,Yes,Steve Lee,"Celebrated Wedding and Event Destination Located in the Twin Cities Metro Area. (Service) in Minnesota is listed at $1,000,000 with $590,981 in annual cash flow (SDE) and $1,007,249 in gross revenue. What's attractive: cash flow of $590,981 is strong and well above our preferred threshold; DSCR of 4.66x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 232% at 20% down is excellent; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 54/100) but not a clear standout. Dig into the financials before committing time.","A premiere wedding destination located in the Twin Cities metro suburbs. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",2,2,2,2,1,1,2,2,2026-04-06T18:40:34.589739,True,sunbelt,False
56940,Leadership Development & Consulting Business for Sale,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=56940,Service,Minnesota,450000.0,"$450,000",237351.0,351301.0,3,45000.0,5352.1,64225.2,173125.8,3.8472,3.7,0.26,90000.0,4757.43,57089.16,180261.84,2.0029,4.16,0.5,45000.0,869.98,10439.76,173125.8,162686.04,3.18,55,REVIEW,No,"decent CF $237,351; DSCR 4.16; CoC 200%; 3 employees; no heavy inventory; operationally simple; Twin Cities area",False,20+ years,No,Transition to Retirement,Yes,Jason Plouff & Lisa Meyer,"Leadership Development & Consulting Business for Sale (Service) in Minnesota is listed at $450,000 with $237,351 in annual cash flow (SDE) and $351,301 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $237,351 is solid; DSCR of 4.16x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 200% at 20% down is excellent; small team of 3 keeps operations lean and manageable; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Decent opportunity (score 55/100) but not a clear standout. Dig into the financials before committing time.","Highly Reputable | Recurring Clients | Established Systems Are you passionate about leadership, strategy, and making an impact? This is a unique opportunity to acquire a well-established and respected professional services firm that specializes in helping leaders and organizations perform at their best. Ideal for a consultant, coach, or business-minded professional ready to step into a turnkey operation with existing momentum and scalable opportunity. Interested buyers should have approximately $45,000 in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",1,2,2,1,1,1,3,3,2026-04-06T18:40:34.589800,True,sunbelt,False
57004,Profitable Disaster Restoration & Reconstruction Company – Southern Minnesota!,https://www.sunbeltmidwest.com/complete-search-listing/?id_number=57004,Construction,Minnesota,3000000.0,"$3,000,000",702644.0,2750000.0,10,300000.0,35680.7,428168.4,274475.6,0.9149,1.64,1.09,600000.0,31716.18,380594.16,322049.84,0.5367,1.85,1.86,300000.0,5799.84,69598.08,274475.6,204877.52,1.41,72,SHORTLIST,No,"strong CF $702,644; DSCR 1.85; CoC 54%; 10 employees; no heavy inventory; durable industry; Twin Cities area",False,20+ years,No,Retirement,Yes,Peggy DeMuse & Keith Payne,"Profitable Disaster Restoration & Reconstruction Company – Southern Minnesota! (Construction) in Minnesota is listed at $3,000,000 with $702,644 in annual cash flow (SDE) and $2,750,000 in gross revenue, 20+ years years in operation. What's attractive: cash flow of $702,644 is strong and well above our preferred threshold; DSCR of 1.85x at 20% down is comfortable — well above the SBA minimum; cash-on-cash return of 54% at 20% down is excellent; the construction is considered recession-resistant; SBA financing is available, lowering the capital barrier to entry. Watch-outs: no absentee signals — likely owner-operated and may be dependent on the current owner; seller is retiring — transition plan and key-person risk should be investigated. Bottom line: Strong candidate (score 72/100). Worth requesting financials and scheduling a broker call.","A long-established and highly reputable disaster restoration company is now available for sale in Southern Minnesota. Specializing in water and fire damage restoration , the company has over two decades of proven profitability and operational excellence. With consistent revenues over $2.5 million and a strong regional reputation, this business is positioned for continued growth under new ownership. The team is highly trained, and opportunities exist to expand into untapped commercial and property management markets. Interested buyers should have over $1M in available capital for the down payment. &#916; document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() ); Minneapolis, MN 1300 Godward Street NE, Suite 6000 Minneapolis, MN 55413 P: 612.455.0880 &nbsp;&nbsp;&nbsp;F: 844.273.8181 Sunbelt Minnesota Wisconsin 125 N. Executive Drive, Suite #302 Brookfield, WI 53005 P: 262.901.0086 Sunbelt Wisconsin South Dakota 101 S. Phillips Avenue, Suite 205 Sioux Falls, SD 57104 P: 605.307.6732 Sunbelt South Dakota Chicago 8735 W. Higgins Road, Suite 150 Chicago, IL 60631 P: 773.243.1603 &nbsp;&nbsp;&nbsp;F: 773.243.1618 Sunbelt Chicago Offices are Independently Owned and Operated. ©2024 Sunbelt Business Advisors",3,2,2,3,1,1,2,2,2026-04-06T18:40:34.589829,True,sunbelt,False
